"","treatment","metric","value","expt","population"
"1218","28_0","survival",20,4,"lab"
"1219","28_0","survival",20,4,"lab"
"1220","28_0","survival",16,4,"lab"
"1221","28_0","survival",2,4,"lab"
"1222","28_0","survival",9,4,"lab"
"1223","28_0","survival",15,4,"lab"
"1224","28_0","survival",2,4,"lab"
"1225","28_0","survival",13,4,"lab"
"1226","28_0","survival",10,4,"lab"
"1227","28_0","survival",15,4,"lab"
"1228","28_0","survival",1,4,"lab"
"1229","28_0","survival",15,4,"lab"
"1230","28_0","survival",8,4,"lab"
"1231","28_0","survival",1,4,"lab"
"1232","28_0","survival",1,4,"lab"
"1233","28_0","survival",15,4,"lab"
"1234","28_0","survival",9,4,"lab"
"1235","28_0","survival",6,4,"lab"
"1236","28_0","survival",15,4,"lab"
"1237","28_0","survival",12,4,"lab"
"1238","28_0","survival",1,4,"lab"
"1239","28_0","survival",7,4,"lab"
"1240","28_0","survival",4,4,"lab"
"1241","28_0","survival",1,4,"lab"
"1242","28_0","survival",1,4,"lab"
"1243","28_0","survival",8,4,"lab"
"1244","28_0","survival",10,4,"lab"
"1245","28_0","survival",24,4,"lab"
"1246","28_0","survival",7,4,"lab"
"1247","28_0","survival",12,4,"lab"
"1248","28_0","survival",9,4,"lab"
"1249","28_0","survival",4,4,"lab"
"1250","28_0","survival",14,4,"lab"
"1251","28_0","survival",15,4,"lab"
"1252","28_0","survival",14,4,"lab"
"1253","28_0","survival",24,4,"lab"
"1254","28_0","survival",15,4,"lab"
"1255","28_0","survival",29,4,"lab"
"1256","28_0","survival",19,4,"lab"
"1257","28_0","survival",24,4,"lab"
"1258","28_0","survival",13,4,"lab"
"1259","28_0","survival",4,4,"lab"
"1260","28_0","survival",11,4,"lab"
"1261","28_0","survival",7,4,"lab"
"1262","28_0","survival",26,4,"lab"
"1263","28_0","survival",14,4,"lab"
"1264","28_0","survival",16,4,"lab"
"1265","28_0","survival",22,4,"lab"
"1266","28_0","survival",15,4,"lab"
"1267","28_0","survival",26,4,"lab"
"1268","28_0","survival",28,4,"field"
"1269","28_0","survival",26,4,"field"
"1270","28_0","survival",20,4,"field"
"1271","28_0","survival",31,4,"field"
"1272","28_0","survival",31,4,"field"
"1273","28_0","survival",29,4,"field"
"1274","28_0","survival",26,4,"field"
"1275","28_0","survival",16,4,"field"
"1276","28_0","survival",15,4,"field"
"1277","28_0","survival",20,4,"field"
"1278","28_0","survival",20,4,"field"
"1279","28_0","survival",30,4,"field"
"1280","28_0","survival",22,4,"field"
"1281","28_0","survival",19,4,"field"
"1282","28_0","survival",23,4,"field"
"1283","28_0","survival",24,4,"field"
"1284","28_0","survival",28,4,"field"
"1285","28_0","survival",17,4,"field"
"1286","28_0","survival",20,4,"field"
"1287","28_0","survival",22,4,"field"
"1288","28_0","survival",26,4,"field"
"1289","28_0","survival",20,4,"field"
"1290","28_0","survival",20,4,"field"
"1291","28_0","survival",29,4,"field"
"1292","28_0","survival",25,4,"field"
"1293","28_0","survival",23,4,"field"
"1294","28_0","survival",25,4,"field"
"1295","28_0","survival",28,4,"field"
"1296","28_0","survival",10,4,"field"
"1297","28_0","survival",22,4,"field"
"1298","28_0","survival",26,4,"field"
"1299","28_0","survival",17,4,"field"
"1300","28_0","survival",24,4,"field"
"1301","28_0","survival",29,4,"field"
"1302","28_0","survival",16,4,"field"
"1303","28_0","survival",29,4,"field"
"1304","28_0","survival",27,4,"field"
"1305","28_0","survival",18,4,"field"
"1306","28_0","survival",19,4,"field"
"1307","28_0","survival",16,4,"field"
"1308","28_0","survival",20,4,"field"
"1309","28_0","survival",15,4,"field"
"13101","28_0","survival",30,4,"field"
"1311","28_0","survival",21,4,"field"
"1312","28_0","survival",26,4,"field"
"1313","28_0","survival",24,4,"field"
"1314","28_0","survival",8,4,"field"
"1315","28_0","survival",22,4,"field"
"1316","28_0","survival",27,4,"field"
"1317","28_0","survival",15,4,"lab"
"1318","28_0","survival",10,4,"lab"
"1319","28_0","survival",26,4,"lab"
"1320","28_0","survival",14,4,"lab"
"1321","28_0","survival",14,4,"lab"
"1322","28_0","survival",16,4,"lab"
"1323","28_0","survival",15,4,"lab"
"1324","28_0","survival",2,4,"lab"
"1325","28_0","survival",15,4,"lab"
"1326","28_0","survival",5,4,"lab"
"1327","28_0","survival",22,4,"lab"
"1328","28_0","survival",10,4,"lab"
"1329","28_0","survival",21,4,"lab"
"1330","28_0","survival",21,4,"lab"
"1331","28_0","survival",20,4,"lab"
"1332","28_0","survival",21,4,"lab"
"1333","28_0","survival",5,4,"lab"
"1334","28_0","survival",17,4,"lab"
"1335","28_0","survival",19,4,"lab"
"1336","28_0","survival",12,4,"lab"
"1337","28_0","survival",15,4,"lab"
"1338","28_0","survival",12,4,"lab"
"1339","28_0","survival",21,4,"lab"
"1340","28_0","survival",14,4,"lab"
"1341","28_0","survival",21,4,"lab"
"1342","28_0","survival",15,4,"lab"
"1343","28_0","survival",20,4,"lab"
"1344","28_0","survival",19,4,"lab"
"1345","28_0","survival",19,4,"lab"
"1346","28_0","survival",21,4,"lab"
"1347","28_0","survival",15,4,"lab"
"1348","28_0","survival",19,4,"lab"
"1349","28_0","survival",23,4,"lab"
"1350","28_0","survival",20,4,"lab"
"1351","28_0","survival",19,4,"lab"
"1352","28_0","survival",12,4,"lab"
"1353","28_0","survival",5,4,"lab"
"1354","28_0","survival",21,4,"lab"
"1355","28_0","survival",15,4,"lab"
"1356","28_0","survival",24,4,"lab"
"1357","28_0","survival",15,4,"lab"
"1358","28_0","survival",24,4,"lab"
"1359","28_0","survival",22,4,"lab"
"1360","28_0","survival",4,4,"lab"
"1361","28_0","survival",3,4,"lab"
"1362","28_0","survival",19,4,"lab"
"1363","28_0","survival",18,4,"lab"
"1364","28_0","survival",21,4,"lab"
"1365","28_0","survival",24,4,"lab"
"1366","28_0","survival",16,4,"lab"
"1367","28_0","survival",24,4,"lab"
"1368","28_0","survival",20,4,"lab"
"1369","28_0","survival",20,4,"lab"
"1370","28_0","survival",16,4,"lab"
"1371","28_0","survival",31,4,"field"
"1372","28_0","survival",25,4,"field"
"1373","28_0","survival",31,4,"field"
"1374","28_0","survival",28,4,"field"
"1375","28_0","survival",24,4,"field"
"1376","28_0","survival",22,4,"field"
"1377","28_0","survival",19,4,"field"
"1378","28_0","survival",30,4,"field"
"1379","28_0","survival",35,4,"field"
"1380","28_0","survival",22,4,"field"
"1381","28_0","survival",26,4,"field"
"1382","28_0","survival",21,4,"field"
"1383","28_0","survival",29,4,"field"
"1384","28_0","survival",20,4,"field"
"1385","28_0","survival",35,4,"field"
"1386","28_0","survival",29,4,"field"
"1387","28_0","survival",28,4,"field"
"1388","28_0","survival",4,4,"field"
"1389","28_0","survival",33,4,"field"
"1390","28_0","survival",33,4,"field"
"1391","28_0","survival",34,4,"field"
"1392","28_0","survival",33,4,"field"
"1393","28_0","survival",28,4,"field"
"1394","28_0","survival",22,4,"field"
"1395","28_0","survival",26,4,"field"
"1396","28_0","survival",17,4,"field"
"1397","28_0","survival",26,4,"field"
"1398","28_0","survival",26,4,"field"
"1399","28_0","survival",29,4,"field"
"1400","28_0","survival",18,4,"field"
"1401","28_0","survival",33,4,"field"
"1402","28_0","survival",19,4,"field"
"1403","28_0","survival",28,4,"field"
"1404","28_0","survival",21,4,"field"
"1405","28_0","survival",19,4,"field"
"1406","28_0","survival",24,4,"field"
"1407","28_0","survival",13,4,"field"
"1408","28_0","survival",27,4,"field"
"1409","28_0","survival",28,4,"field"
"14101","28_0","survival",33,4,"field"
"1411","28_0","survival",28,4,"field"
"1412","28_0","survival",27,4,"field"
"1413","28_0","survival",28,4,"field"
"1414","28_0","survival",28,4,"field"
"1415","28_0","survival",32,4,"field"
"1416","28_0","survival",21,4,"field"
"1417","28_0","survival",21,4,"field"
"1418","28_0","survival",10,4,"field"
"1419","28_0","survival",22,4,"field"
"1420","28_0","survival",21,4,"field"
"1421","30_0","survival",4,4,"lab"
"1422","30_0","survival",8,4,"lab"
"1423","30_0","survival",2,4,"lab"
"1424","30_0","survival",4,4,"lab"
"1425","30_0","survival",11,4,"lab"
"1426","30_0","survival",13,4,"lab"
"1427","30_0","survival",11,4,"lab"
"1428","30_0","survival",14,4,"lab"
"1429","30_0","survival",9,4,"lab"
"1430","30_0","survival",15,4,"lab"
"1431","30_0","survival",3,4,"lab"
"1432","30_0","survival",2,4,"lab"
"1433","30_0","survival",14,4,"lab"
"1434","30_0","survival",5,4,"lab"
"1435","30_0","survival",4,4,"lab"
"1436","30_0","survival",7,4,"lab"
"1437","30_0","survival",12,4,"lab"
"1438","30_0","survival",20,4,"lab"
"1439","30_0","survival",12,4,"lab"
"1440","30_0","survival",19,4,"lab"
"1441","30_0","survival",21,4,"lab"
"1442","30_0","survival",19,4,"lab"
"1443","30_0","survival",5,4,"lab"
"1444","30_0","survival",15,4,"lab"
"1445","30_0","survival",16,4,"lab"
"1446","30_0","survival",16,4,"lab"
"1447","30_0","survival",21,4,"lab"
"1448","30_0","survival",12,4,"lab"
"1449","30_0","survival",16,4,"lab"
"1450","30_0","survival",12,4,"lab"
"1451","30_0","survival",12,4,"lab"
"1452","30_0","survival",22,4,"lab"
"1453","30_0","survival",21,4,"lab"
"1454","30_0","survival",19,4,"lab"
"1455","30_0","survival",1,4,"lab"
"1456","30_0","survival",15,4,"lab"
"1457","30_0","survival",18,4,"lab"
"1458","30_0","survival",15,4,"lab"
"1459","30_0","survival",18,4,"lab"
"1460","30_0","survival",21,4,"lab"
"1461","30_0","survival",13,4,"lab"
"1462","30_0","survival",14,4,"lab"
"1463","30_0","survival",20,4,"lab"
"1464","30_0","survival",15,4,"lab"
"1465","30_0","survival",17,4,"lab"
"1466","30_0","survival",20,4,"lab"
"1467","30_0","survival",17,4,"lab"
"1468","30_0","survival",19,4,"lab"
"1469","30_0","survival",20,4,"lab"
"1470","30_0","survival",19,4,"lab"
"1471","30_0","survival",23,4,"lab"
"1472","30_0","survival",13,4,"lab"
"1473","30_0","survival",18,4,"lab"
"1474","30_0","survival",5,4,"lab"
"1475","30_0","survival",15,4,"lab"
"1476","30_0","survival",15,4,"lab"
"1477","30_0","survival",18,4,"lab"
"1478","30_0","survival",4,4,"lab"
"1479","30_0","survival",14,4,"lab"
"1480","30_0","survival",15,4,"lab"
"1481","30_0","survival",14,4,"lab"
"1482","30_0","survival",14,4,"lab"
"1483","30_0","survival",19,4,"lab"
"1484","30_0","survival",18,4,"lab"
"1485","30_0","survival",11,4,"lab"
"1486","30_0","survival",15,4,"lab"
"1487","30_0","survival",11,4,"lab"
"1488","30_0","survival",11,4,"lab"
"1489","30_0","survival",8,4,"field"
"1490","30_0","survival",16,4,"field"
"1491","30_0","survival",17,4,"field"
"1492","30_0","survival",7,4,"field"
"1493","30_0","survival",17,4,"field"
"1494","30_0","survival",26,4,"field"
"1495","30_0","survival",21,4,"field"
"1496","30_0","survival",14,4,"field"
"1497","30_0","survival",12,4,"field"
"1498","30_0","survival",24,4,"field"
"1499","30_0","survival",25,4,"field"
"1500","30_0","survival",14,4,"field"
"1501","30_0","survival",22,4,"field"
"1502","30_0","survival",24,4,"field"
"1503","30_0","survival",24,4,"field"
"1504","30_0","survival",11,4,"field"
"1505","30_0","survival",25,4,"field"
"1506","30_0","survival",24,4,"field"
"1507","30_0","survival",20,4,"field"
"1508","30_0","survival",15,4,"field"
"1509","30_0","survival",17,4,"field"
"15101","30_0","survival",23,4,"field"
"1511","30_0","survival",14,4,"field"
"1512","30_0","survival",19,4,"field"
"1513","30_0","survival",23,4,"field"
"1514","30_0","survival",17,4,"field"
"1515","30_0","survival",20,4,"field"
"1516","30_0","survival",21,4,"field"
"1517","30_0","survival",23,4,"field"
"1518","30_0","survival",13,4,"field"
"1519","30_0","survival",23,4,"field"
"1520","30_0","survival",18,4,"field"
"1521","30_0","survival",11,4,"field"
"1522","30_0","survival",24,4,"field"
"1523","30_0","survival",16,4,"field"
"1524","30_0","survival",17,4,"field"
"1525","30_0","survival",18,4,"field"
"1526","30_0","survival",18,4,"field"
"1527","30_0","survival",21,4,"field"
"1528","30_0","survival",15,4,"field"
"1529","30_0","survival",18,4,"field"
"1530","30_0","survival",20,4,"field"
"1531","30_0","survival",18,4,"field"
"1532","30_0","survival",19,4,"field"
"1533","30_0","survival",24,4,"field"
"1534","30_0","survival",23,4,"field"
"1535","30_0","survival",24,4,"field"
"1536","30_0","survival",11,4,"field"
"1537","30_0","survival",20,4,"field"
"1538","30_0","survival",11,4,"field"
"1539","30_0","survival",21,4,"lab"
"1540","30_0","survival",11,4,"lab"
"1541","30_0","survival",4,4,"lab"
"1542","30_0","survival",10,4,"lab"
"1543","30_0","survival",13,4,"lab"
"1544","30_0","survival",12,4,"lab"
"1545","30_0","survival",9,4,"lab"
"1546","30_0","survival",6,4,"lab"
"1547","30_0","survival",9,4,"lab"
"1548","30_0","survival",13,4,"lab"
"1549","30_0","survival",13,4,"lab"
"1550","30_0","survival",11,4,"lab"
"1551","30_0","survival",11,4,"lab"
"1552","30_0","survival",23,4,"lab"
"1553","30_0","survival",21,4,"lab"
"1554","30_0","survival",19,4,"lab"
"1555","30_0","survival",20,4,"lab"
"1556","30_0","survival",2,4,"lab"
"1557","30_0","survival",18,4,"lab"
"1558","30_0","survival",4,4,"lab"
"1559","30_0","survival",19,4,"lab"
"1560","30_0","survival",14,4,"lab"
"1561","30_0","survival",6,4,"lab"
"1562","30_0","survival",16,4,"lab"
"1563","30_0","survival",18,4,"lab"
"1564","30_0","survival",13,4,"lab"
"1565","30_0","survival",16,4,"lab"
"1566","30_0","survival",20,4,"lab"
"1567","30_0","survival",23,4,"lab"
"1568","30_0","survival",7,4,"lab"
"1569","30_0","survival",19,4,"lab"
"1570","30_0","survival",15,4,"lab"
"1571","30_0","survival",21,4,"lab"
"1572","30_0","survival",19,4,"lab"
"1573","30_0","survival",20,4,"lab"
"1574","30_0","survival",13,4,"lab"
"1575","30_0","survival",18,4,"lab"
"1576","30_0","survival",19,4,"lab"
"1577","30_0","survival",15,4,"lab"
"1578","30_0","survival",18,4,"lab"
"1579","30_0","survival",17,4,"lab"
"1580","30_0","survival",13,4,"lab"
"1581","30_0","survival",13,4,"lab"
"1582","30_0","survival",10,4,"lab"
"1583","30_0","survival",4,4,"lab"
"1584","30_0","survival",19,4,"lab"
"1585","30_0","survival",15,4,"lab"
"1586","30_0","survival",11,4,"lab"
"1587","30_0","survival",5,4,"lab"
"1588","30_0","survival",17,4,"lab"
"1589","30_0","survival",19,4,"lab"
"1590","30_0","survival",10,4,"lab"
"1591","30_0","survival",15,4,"lab"
"1592","30_0","survival",14,4,"lab"
"1593","30_0","survival",20,4,"lab"
"1594","30_0","survival",15,4,"lab"
"1595","30_0","survival",19,4,"lab"
"1596","30_0","survival",17,4,"lab"
"1597","30_0","survival",18,4,"lab"
"1598","30_0","survival",13,4,"lab"
"1599","30_0","survival",11,4,"lab"
"1600","30_0","survival",10,4,"lab"
"1601","30_0","survival",17,4,"lab"
"1602","30_0","survival",10,4,"lab"
"1603","30_0","survival",10,4,"lab"
"1604","30_0","survival",20,4,"lab"
"1605","30_0","survival",16,4,"lab"
"1606","30_0","survival",24,4,"lab"
"1607","30_0","survival",19,4,"lab"
"1608","30_0","survival",18,4,"lab"
"1609","30_0","survival",19,4,"lab"
"16101","30_0","survival",15,4,"lab"
"1611","30_0","survival",19,4,"lab"
"1612","30_0","survival",16,4,"field"
"1613","30_0","survival",20,4,"field"
"1614","30_0","survival",18,4,"field"
"1615","30_0","survival",22,4,"field"
"1616","30_0","survival",22,4,"field"
"1617","30_0","survival",21,4,"field"
"1618","30_0","survival",21,4,"field"
"1619","30_0","survival",19,4,"field"
"1620","30_0","survival",20,4,"field"
"1621","30_0","survival",7,4,"field"
"1622","30_0","survival",8,4,"field"
"1623","30_0","survival",20,4,"field"
"1624","30_0","survival",23,4,"field"
"1625","30_0","survival",24,4,"field"
"1626","30_0","survival",27,4,"field"
"1627","30_0","survival",20,4,"field"
"1628","30_0","survival",17,4,"field"
"1629","30_0","survival",21,4,"field"
"1630","30_0","survival",23,4,"field"
"1631","30_0","survival",18,4,"field"
"1632","30_0","survival",23,4,"field"
"1633","30_0","survival",7,4,"field"
"1634","30_0","survival",19,4,"field"
"1635","30_0","survival",18,4,"field"
"1636","30_0","survival",25,4,"field"
"1637","30_0","survival",16,4,"field"
"1638","30_0","survival",19,4,"field"
"1639","30_0","survival",20,4,"field"
"1640","30_0","survival",17,4,"field"
"1641","30_0","survival",21,4,"field"
"1642","30_0","survival",19,4,"field"
"1643","30_0","survival",27,4,"field"
"1644","30_0","survival",24,4,"field"
"1645","30_0","survival",19,4,"field"
"1646","30_0","survival",17,4,"field"
"1647","30_0","survival",21,4,"field"
"1648","30_0","survival",21,4,"field"
"1649","30_0","survival",23,4,"field"
"1650","30_0","survival",26,4,"field"
"1651","30_0","survival",25,4,"field"
"1652","30_0","survival",13,4,"field"
"1653","30_0","survival",21,4,"field"
"1654","30_0","survival",20,4,"field"
"1655","30_0","survival",27,4,"field"
"1656","30_0","survival",24,4,"field"
"1657","30_0","survival",18,4,"field"
"1658","30_0","survival",16,4,"field"
"1659","30_0","survival",17,4,"field"
"1660","30_0","survival",19,4,"field"
"1661","32_0","survival",2,4,"lab"
"1662","32_0","survival",2,4,"lab"
"1663","32_0","survival",10,4,"lab"
"1664","32_0","survival",10,4,"lab"
"1665","32_0","survival",8,4,"lab"
"1666","32_0","survival",13,4,"lab"
"1667","32_0","survival",8,4,"lab"
"1668","32_0","survival",2,4,"lab"
"1669","32_0","survival",8,4,"lab"
"1670","32_0","survival",9,4,"lab"
"1671","32_0","survival",3,4,"lab"
"1672","32_0","survival",11,4,"lab"
"1673","32_0","survival",12,4,"lab"
"1674","32_0","survival",9,4,"lab"
"1675","32_0","survival",3,4,"lab"
"1676","32_0","survival",9,4,"lab"
"1677","32_0","survival",8,4,"lab"
"1678","32_0","survival",7,4,"lab"
"1679","32_0","survival",2,4,"lab"
"1680","32_0","survival",12,4,"lab"
"1681","32_0","survival",7,4,"lab"
"1682","32_0","survival",9,4,"lab"
"1683","32_0","survival",4,4,"lab"
"1684","32_0","survival",17,4,"lab"
"1685","32_0","survival",1,4,"lab"
"1686","32_0","survival",5,4,"lab"
"1687","32_0","survival",9,4,"lab"
"1688","32_0","survival",5,4,"lab"
"1689","32_0","survival",13,4,"lab"
"1690","32_0","survival",13,4,"lab"
"1691","32_0","survival",4,4,"lab"
"1692","32_0","survival",17,4,"lab"
"1693","32_0","survival",4,4,"lab"
"1694","32_0","survival",3,4,"lab"
"1695","32_0","survival",11,4,"lab"
"1696","32_0","survival",8,4,"lab"
"1697","32_0","survival",16,4,"lab"
"1698","32_0","survival",13,4,"lab"
"1699","32_0","survival",2,4,"lab"
"1700","32_0","survival",10,4,"lab"
"1701","32_0","survival",12,4,"lab"
"1702","32_0","survival",15,4,"lab"
"1703","32_0","survival",14,4,"lab"
"1704","32_0","survival",16,4,"lab"
"1705","32_0","survival",15,4,"lab"
"1706","32_0","survival",10,4,"lab"
"1707","32_0","survival",9,4,"lab"
"1708","32_0","survival",14,4,"lab"
"1709","32_0","survival",3,4,"lab"
"1710","32_0","survival",12,4,"lab"
"1711","32_0","survival",14,4,"lab"
"1712","32_0","survival",14,4,"lab"
"1713","32_0","survival",6,4,"lab"
"1714","32_0","survival",11,4,"lab"
"1715","32_0","survival",8,4,"lab"
"1716","32_0","survival",13,4,"lab"
"1717","32_0","survival",8,4,"lab"
"1718","32_0","survival",1,4,"lab"
"1719","32_0","survival",8,4,"lab"
"1720","32_0","survival",4,4,"lab"
"1721","32_0","survival",11,4,"lab"
"1722","32_0","survival",11,4,"lab"
"1723","32_0","survival",14,4,"lab"
"1724","32_0","survival",15,4,"lab"
"1725","32_0","survival",11,4,"lab"
"1726","32_0","survival",15,4,"lab"
"1727","32_0","survival",11,4,"lab"
"1728","32_0","survival",14,4,"lab"
"1729","32_0","survival",12,4,"lab"
"1730","32_0","survival",9,4,"lab"
"1731","32_0","survival",17,4,"lab"
"1732","32_0","survival",17,4,"lab"
"1733","32_0","survival",14,4,"lab"
"1734","32_0","survival",8,4,"field"
"1735","32_0","survival",8,4,"field"
"1736","32_0","survival",12,4,"field"
"1737","32_0","survival",12,4,"field"
"1738","32_0","survival",7,4,"field"
"1739","32_0","survival",18,4,"field"
"1740","32_0","survival",16,4,"field"
"1741","32_0","survival",16,4,"field"
"1742","32_0","survival",12,4,"field"
"1743","32_0","survival",12,4,"field"
"1744","32_0","survival",12,4,"field"
"1745","32_0","survival",15,4,"field"
"1746","32_0","survival",14,4,"field"
"1747","32_0","survival",12,4,"field"
"1748","32_0","survival",10,4,"field"
"1749","32_0","survival",9,4,"field"
"1750","32_0","survival",20,4,"field"
"1751","32_0","survival",16,4,"field"
"1752","32_0","survival",10,4,"field"
"1753","32_0","survival",16,4,"field"
"1754","32_0","survival",12,4,"field"
"1755","32_0","survival",8,4,"field"
"1756","32_0","survival",13,4,"field"
"1757","32_0","survival",12,4,"field"
"1758","32_0","survival",17,4,"field"
"1759","32_0","survival",3,4,"field"
"1760","32_0","survival",11,4,"field"
"1761","32_0","survival",3,4,"field"
"1762","32_0","survival",11,4,"field"
"1763","32_0","survival",4,4,"field"
"1764","32_0","survival",19,4,"field"
"1765","32_0","survival",11,4,"field"
"1766","32_0","survival",2,4,"field"
"1767","32_0","survival",9,4,"field"
"1768","32_0","survival",10,4,"field"
"1769","32_0","survival",3,4,"field"
"1770","32_0","survival",10,4,"field"
"1771","32_0","survival",8,4,"field"
"1772","32_0","survival",8,4,"field"
"1773","32_0","survival",9,4,"field"
"1774","32_0","survival",4,4,"field"
"1775","32_0","survival",18,4,"field"
"1776","32_0","survival",6,4,"field"
"1777","32_0","survival",10,4,"field"
"1778","32_0","survival",15,4,"field"
"1779","32_0","survival",3,4,"field"
"1780","32_0","survival",18,4,"field"
"1781","32_0","survival",12,4,"field"
"1782","32_0","survival",13,4,"field"
"1783","32_0","survival",18,4,"field"
"1784","32_0","survival",11,4,"field"
"1785","32_0","survival",15,4,"field"
"1786","32_0","survival",15,4,"field"
"1787","32_0","survival",14,4,"field"
"1788","32_0","survival",15,4,"field"
"1789","32_0","survival",16,4,"field"
"1790","32_0","survival",11,4,"field"
"1791","32_0","survival",16,4,"field"
"1792","32_0","survival",10,4,"field"
"1793","32_0","survival",14,4,"field"
"1794","32_0","survival",15,4,"field"
"1795","32_0","survival",19,4,"field"
"1796","32_0","survival",21,4,"field"
"1797","32_0","survival",19,4,"field"
"1798","32_0","survival",18,4,"field"
"1799","32_0","survival",16,4,"field"
"1800","32_0","survival",18,4,"field"
"1801","32_0","survival",15,4,"field"
"1802","32_0","survival",15,4,"field"
"1803","32_0","survival",10,4,"field"
"1804","32_0","survival",15,4,"field"
"1805","32_0","survival",14,4,"field"
"1806","32_0","survival",17,4,"field"
"1807","32_0","survival",10,4,"field"
"1808","32_0","survival",18,4,"field"
"1809","32_0","survival",3,4,"lab"
"1810","32_0","survival",7,4,"lab"
"1811","32_0","survival",5,4,"lab"
"1812","32_0","survival",4,4,"lab"
"1813","32_0","survival",7,4,"lab"
"1814","32_0","survival",8,4,"lab"
"1815","32_0","survival",9,4,"lab"
"1816","32_0","survival",5,4,"lab"
"1817","32_0","survival",5,4,"lab"
"1818","32_0","survival",5,4,"lab"
"1819","32_0","survival",2,4,"lab"
"1820","32_0","survival",2,4,"lab"
"1821","32_0","survival",13,4,"lab"
"1822","32_0","survival",12,4,"lab"
"1823","32_0","survival",4,4,"lab"
"1824","32_0","survival",14,4,"lab"
"1825","32_0","survival",16,4,"lab"
"1826","32_0","survival",13,4,"lab"
"1827","32_0","survival",11,4,"lab"
"1828","32_0","survival",15,4,"lab"
"1829","32_0","survival",6,4,"lab"
"1830","32_0","survival",2,4,"lab"
"1831","32_0","survival",2,4,"lab"
"1832","32_0","survival",10,4,"lab"
"1833","32_0","survival",12,4,"lab"
"1834","32_0","survival",13,4,"lab"
"1835","32_0","survival",8,4,"lab"
"1836","32_0","survival",5,4,"lab"
"1837","32_0","survival",12,4,"lab"
"1838","32_0","survival",13,4,"lab"
"1839","32_0","survival",3,4,"lab"
"1840","32_0","survival",13,4,"lab"
"1841","32_0","survival",1,4,"lab"
"1842","32_0","survival",2,4,"lab"
"1843","32_0","survival",2,4,"lab"
"1844","32_0","survival",9,4,"lab"
"1845","32_0","survival",6,4,"lab"
"1846","32_0","survival",9,4,"lab"
"1847","32_0","survival",8,4,"lab"
"1848","32_0","survival",11,4,"lab"
"1849","32_0","survival",9,4,"lab"
"1850","32_0","survival",10,4,"lab"
"1851","32_0","survival",8,4,"lab"
"1852","32_0","survival",13,4,"lab"
"1853","32_0","survival",11,4,"lab"
"1854","32_0","survival",5,4,"lab"
"1855","32_0","survival",7,4,"lab"
"1856","32_0","survival",8,4,"lab"
"1857","32_0","survival",7,4,"lab"
"1858","32_0","survival",9,4,"lab"
"1859","32_0","survival",9,4,"lab"
"1860","32_0","survival",1,4,"lab"
"1861","32_0","survival",2,4,"lab"
"1862","32_0","survival",4,4,"lab"
"1863","32_0","survival",9,4,"lab"
"1864","32_0","survival",7,4,"lab"
"1865","32_0","survival",10,4,"lab"
"1866","32_0","survival",8,4,"lab"
"1867","32_0","survival",2,4,"lab"
"1868","32_0","survival",8,4,"lab"
"1869","32_0","survival",9,4,"lab"
"1870","32_0","survival",3,4,"lab"
"1871","32_0","survival",10,4,"lab"
"1872","32_0","survival",6,4,"lab"
"1873","32_0","survival",9,4,"lab"
"1874","32_0","survival",10,4,"lab"
"1875","32_0","survival",2,4,"lab"
"1876","32_0","survival",5,4,"lab"
"1877","32_0","survival",9,4,"lab"
"1878","32_0","survival",12,4,"lab"
"1879","32_0","survival",4,4,"lab"
"1880","32_0","survival",14,4,"lab"
"1881","32_0","survival",9,4,"lab"
"1882","32_0","survival",5,4,"field"
"1883","32_0","survival",12,4,"field"
"1884","32_0","survival",6,4,"field"
"1885","32_0","survival",5,4,"field"
"1886","32_0","survival",15,4,"field"
"1887","32_0","survival",14,4,"field"
"1888","32_0","survival",6,4,"field"
"1889","32_0","survival",10,4,"field"
"1890","32_0","survival",8,4,"field"
"1891","32_0","survival",15,4,"field"
"1892","32_0","survival",11,4,"field"
"1893","32_0","survival",12,4,"field"
"1894","32_0","survival",12,4,"field"
"1895","32_0","survival",5,4,"field"
"1896","32_0","survival",12,4,"field"
"1897","32_0","survival",10,4,"field"
"1898","32_0","survival",5,4,"field"
"1899","32_0","survival",8,4,"field"
"1900","32_0","survival",15,4,"field"
"1901","32_0","survival",17,4,"field"
"1902","32_0","survival",18,4,"field"
"1903","32_0","survival",16,4,"field"
"1904","32_0","survival",9,4,"field"
"1905","32_0","survival",4,4,"field"
"1906","32_0","survival",15,4,"field"
"1907","32_0","survival",12,4,"field"
"1908","32_0","survival",8,4,"field"
"1909","32_0","survival",10,4,"field"
"1910","32_0","survival",14,4,"field"
"1911","32_0","survival",15,4,"field"
"1912","32_0","survival",15,4,"field"
"1913","32_0","survival",12,4,"field"
"1914","32_0","survival",16,4,"field"
"1915","32_0","survival",10,4,"field"
"1916","32_0","survival",14,4,"field"
"1917","32_0","survival",11,4,"field"
"1918","32_0","survival",17,4,"field"
"1919","32_0","survival",14,4,"field"
"1920","32_0","survival",19,4,"field"
"1921","32_0","survival",8,4,"field"
"1922","32_0","survival",17,4,"field"
"1923","32_0","survival",10,4,"field"
"1924","32_0","survival",15,4,"field"
"1925","32_0","survival",8,4,"field"
"1926","32_0","survival",18,4,"field"
"1927","32_0","survival",5,4,"field"
"1928","32_0","survival",5,4,"field"
"1929","32_0","survival",15,4,"field"
"1930","32_0","survival",11,4,"field"
"1931","32_0","survival",18,4,"field"
"1932","32_0","survival",16,4,"field"
