ind,"Time, GMT+08:00",am_pm,"Temp, °C",treatment
1609,12/9/28 4:40,pm,32.484,high
1610,12/9/28 5:00,pm,32.433,high
1611,12/9/28 5:20,pm,31.103,high
1612,12/9/28 5:40,pm,30.748,high
1613,12/9/28 6:00,pm,30.773,high
1614,12/9/28 6:20,pm,29.19,high
1615,12/9/28 6:40,pm,28.742,high
1616,12/9/28 7:00,pm,28.642,high
1617,12/9/28 7:20,pm,27.382,high
1618,12/9/28 7:40,pm,27.358,high
1619,12/9/28 8:00,pm,27.186,high
1620,12/9/28 8:20,pm,25.841,high
1621,12/9/28 8:40,pm,25.55,high
1622,12/9/28 9:00,pm,25.598,high
1623,12/9/28 9:20,pm,24.315,high
1624,12/9/28 9:40,pm,24.171,high
1625,12/9/28 10:00,pm,24.026,high
1626,12/9/28 10:20,pm,23.064,high
1627,12/9/28 10:40,pm,23.016,high
1628,12/9/28 11:00,pm,23.088,high
1629,12/9/28 11:20,pm,21.891,high
1630,12/9/28 11:40,pm,21.843,high
1631,12/9/29 12:00,am,21.819,high
1632,12/9/29 12:20,am,20.913,high
1633,12/9/29 12:40,am,20.96,high
1634,12/9/29 1:00,am,20.913,high
1635,12/9/29 1:20,am,20.365,high
1636,12/9/29 1:40,am,20.269,high
1637,12/9/29 2:00,am,20.269,high
1638,12/9/29 2:20,am,20.007,high
1639,12/9/29 2:40,am,19.984,high
1640,12/9/29 3:00,am,19.936,high
1641,12/9/29 3:20,am,19.674,high
1642,12/9/29 3:40,am,19.674,high
1643,12/9/29 4:00,am,19.651,high
1644,12/9/29 4:20,am,20.126,high
1645,12/9/29 4:40,am,20.126,high
1646,12/9/29 5:00,am,20.15,high
1647,12/9/29 5:20,am,20.46,high
1648,12/9/29 5:40,am,20.46,high
1649,12/9/29 6:00,am,20.555,high
1650,12/9/29 6:20,am,21.724,high
1651,12/9/29 6:40,am,21.748,high
1652,12/9/29 7:00,am,21.795,high
1653,12/9/29 7:20,am,23.04,high
1654,12/9/29 7:40,am,22.944,high
1655,12/9/29 8:00,am,22.992,high
1656,12/9/29 8:20,am,24.557,high
1657,12/9/29 8:40,am,24.774,high
1658,12/9/29 9:00,am,24.629,high
1659,12/9/29 9:20,am,26.451,high
1660,12/9/29 9:40,am,26.72,high
1661,12/9/29 10:00,am,26.549,high
1662,12/9/29 10:20,am,29.54,high
1663,12/9/29 10:40,am,29.615,high
1664,12/9/29 11:00,am,29.84,high
1665,12/9/29 11:20,am,32.021,high
1666,12/9/29 11:40,am,31.893,high
1667,12/9/29 12:00,pm,31.944,high
1668,12/9/29 12:20,pm,33.783,high
1669,12/9/29 12:40,pm,34.019,high
1670,12/9/29 1:00,pm,33.94,high
1671,12/9/29 1:20,pm,34.387,high
1672,12/9/29 1:40,pm,34.624,high
1673,12/9/29 2:00,pm,34.045,high
1674,12/9/29 2:20,pm,34.308,high
1675,12/9/29 2:40,pm,33.992,high
1676,12/9/29 3:00,pm,34.519,high
1677,12/9/29 3:20,pm,33.757,high
1678,12/9/29 3:40,pm,33.678,high
1679,12/9/29 4:00,pm,33.574,high
1680,12/9/29 4:20,pm,32.51,high
1681,12/9/29 4:40,pm,32.124,high
1682,12/9/29 5:00,pm,32.098,high
1683,12/9/29 5:20,pm,31.077,high
1684,12/9/29 5:40,pm,30.697,high
1685,12/9/29 6:00,pm,30.495,high
1686,12/9/29 6:20,pm,28.916,high
1687,12/9/29 6:40,pm,28.593,high
1688,12/9/29 7:00,pm,28.543,high
1689,12/9/29 7:20,pm,27.308,high
1690,12/9/29 7:40,pm,27.112,high
1691,12/9/29 8:00,pm,27.063,high
1692,12/9/29 8:20,pm,25.744,high
1693,12/9/29 8:40,pm,25.574,high
1694,12/9/29 9:00,pm,25.55,high
1695,12/9/29 9:20,pm,24.484,high
1696,12/9/29 9:40,pm,24.05,high
1697,12/9/29 10:00,pm,23.93,high
1698,12/9/29 10:20,pm,22.992,high
1699,12/9/29 10:40,pm,22.776,high
1700,12/9/29 11:00,pm,22.872,high
1701,12/9/29 11:20,pm,21.915,high
1702,12/9/29 11:40,pm,21.724,high
1703,12/9/30 12:00,am,21.748,high
1704,12/9/30 12:20,am,20.936,high
1705,12/9/30 12:40,am,20.793,high
1706,12/9/30 1:00,am,20.793,high
1707,12/9/30 1:20,am,20.555,high
1708,12/9/30 1:40,am,20.365,high
1709,12/9/30 2:00,am,20.365,high
1710,12/9/30 2:20,am,20.222,high
1711,12/9/30 2:40,am,20.222,high
1712,12/9/30 3:00,am,20.222,high
1713,12/9/30 3:20,am,19.912,high
1714,12/9/30 3:40,am,19.841,high
1715,12/9/30 4:00,am,19.841,high
1716,12/9/30 4:20,am,20.246,high
1717,12/9/30 4:40,am,20.293,high
1718,12/9/30 5:00,am,20.317,high
1719,12/9/30 5:20,am,20.698,high
1720,12/9/30 5:40,am,20.793,high
1721,12/9/30 6:00,am,20.698,high
1722,12/9/30 6:20,am,21.939,high
1723,12/9/30 6:40,am,22.082,high
1724,12/9/30 7:00,am,22.202,high
1725,12/9/30 7:20,am,23.04,high
1726,12/9/30 7:40,am,23.232,high
1727,12/9/30 8:00,am,23.28,high
1728,12/9/30 8:20,am,24.653,high
1729,12/9/30 8:40,am,24.871,high
1730,12/9/30 9:00,am,24.871,high
1731,12/9/30 9:20,am,26.573,high
1732,12/9/30 9:40,am,26.622,high
1733,12/9/30 10:00,am,26.646,high
1734,12/9/30 10:20,am,29.54,high
1735,12/9/30 10:40,am,29.54,high
1736,12/9/30 11:00,am,29.565,high
1737,12/9/30 11:20,am,31.944,high
1738,12/9/30 11:40,am,32.278,high
1739,12/9/30 12:00,pm,32.355,high
1740,12/9/30 12:20,pm,33.94,high
1741,12/9/30 12:40,pm,33.783,high
1742,12/9/30 1:00,pm,33.809,high
1743,12/9/30 1:20,pm,33.887,high
1744,12/9/30 1:40,pm,33.992,high
1745,12/9/30 2:00,pm,34.124,high
1746,12/9/30 2:20,pm,34.281,high
1747,12/9/30 2:40,pm,34.387,high
1748,12/9/30 3:00,pm,34.466,high
1749,12/9/30 3:20,pm,33.704,high
1750,12/9/30 3:40,pm,33.574,high
1751,12/9/30 4:00,pm,33.443,high
1752,12/9/30 4:20,pm,32.253,high
1753,12/9/30 4:40,pm,32.15,high
1754,12/9/30 5:00,pm,32.124,high
1755,12/9/30 5:20,pm,31.026,high
1756,12/9/30 5:40,pm,30.495,high
1757,12/9/30 6:00,pm,30.495,high
1758,12/9/30 6:20,pm,28.891,high
1759,12/9/30 6:40,pm,28.593,high
1760,12/9/30 7:00,pm,28.543,high
1761,12/9/30 7:20,pm,27.308,high
1762,12/9/30 7:40,pm,27.112,high
1763,12/9/30 8:00,pm,27.087,high
1764,12/9/30 8:20,pm,25.598,high
1765,12/9/30 8:40,pm,25.428,high
1766,12/9/30 9:00,pm,25.453,high
1767,12/9/30 9:20,pm,24.219,high
1768,12/9/30 9:40,pm,23.954,high
1769,12/9/30 10:00,pm,24.002,high
1770,12/9/30 10:20,pm,23.04,high
1771,12/9/30 10:40,pm,22.8,high
1772,12/9/30 11:00,pm,22.944,high
1773,12/9/30 11:20,pm,22.13,high
1774,12/9/30 11:40,pm,22.154,high
1775,12/10/01 12:00,am,21.939,high
1776,12/10/01 12:20,am,21.079,high
1777,12/10/01 12:40,am,20.698,high
1778,12/10/01 1:00,am,20.984,high
1779,12/10/01 1:20,am,20.365,high
1780,12/10/01 1:40,am,20.412,high
1781,12/10/01 2:00,am,20.365,high
1782,12/10/01 2:20,am,20.484,high
1783,12/10/01 2:40,am,20.031,high
1784,12/10/01 3:00,am,19.984,high
1785,12/10/01 3:20,am,19.651,high
1786,12/10/01 3:40,am,19.627,high
1787,12/10/01 4:00,am,19.627,high
1788,12/10/01 4:20,am,20.269,high
1789,12/10/01 4:40,am,20.555,high
1790,12/10/01 5:00,am,20.484,high
1791,12/10/01 5:20,am,20.865,high
1792,12/10/01 5:40,am,20.936,high
1793,12/10/01 6:00,am,20.889,high
1794,12/10/01 6:20,am,22.058,high
1795,12/10/01 6:40,am,22.082,high
1796,12/10/01 7:00,am,22.13,high
1797,12/10/01 7:20,am,23.04,high
1798,12/10/01 7:40,am,23.112,high
1799,12/10/01 8:00,am,23.184,high
1800,12/10/01 8:20,am,24.677,high
1801,12/10/01 8:40,am,24.871,high
1802,12/10/01 9:00,am,24.919,high
1803,12/10/01 9:20,am,26.549,high
1804,12/10/01 9:40,am,26.646,high
1805,12/10/01 10:00,am,26.646,high
1806,12/10/01 10:20,am,29.64,high
1807,12/10/01 10:40,am,29.64,high
1808,12/10/01 11:00,am,29.69,high
1809,12/10/01 11:20,am,32.175,high
1810,12/10/01 11:40,am,32.433,high
1811,12/10/01 12:00,pm,32.407,high
1812,12/10/01 12:20,pm,33.861,high
1813,12/10/01 12:40,pm,33.783,high
1814,12/10/01 1:00,pm,33.914,high
1815,12/10/01 1:20,pm,34.045,high
1816,12/10/01 1:40,pm,34.097,high
1817,12/10/01 2:00,pm,34.202,high
1818,12/10/01 2:20,pm,34.308,high
1819,12/10/01 2:40,pm,34.36,high
1820,12/10/01 3:00,pm,34.413,high
1821,12/10/01 3:20,pm,33.704,high
1822,12/10/01 3:40,pm,33.417,high
1823,12/10/01 4:00,pm,33.469,high
1824,12/10/01 4:20,pm,32.587,high
1825,12/10/01 4:40,pm,32.381,high
1826,12/10/01 5:00,pm,32.278,high
1827,12/10/01 5:20,pm,31.001,high
1828,12/10/01 5:40,pm,30.697,high
1829,12/10/01 6:00,pm,30.444,high
1830,12/10/01 6:20,pm,28.916,high
1831,12/10/01 6:40,pm,28.617,high
1832,12/10/01 7:00,pm,28.692,high
1833,12/10/01 7:20,pm,27.456,high
1834,12/10/01 7:40,pm,27.136,high
1835,12/10/01 8:00,pm,27.014,high
1836,12/10/01 8:20,pm,25.987,high
1837,12/10/01 8:40,pm,25.768,high
1838,12/10/01 9:00,pm,25.647,high
1839,12/10/01 9:20,pm,24.267,high
1840,12/10/01 9:40,pm,24.026,high
1841,12/10/01 10:00,pm,23.93,high
1842,12/10/01 10:20,pm,23.04,high
1843,12/10/01 10:40,pm,23.136,high
1844,12/10/01 11:00,pm,22.705,high
1845,12/10/01 11:20,pm,22.13,high
1846,12/10/01 11:40,pm,22.058,high
1847,12/10/02 12:00,am,21.963,high
1848,12/10/02 12:20,am,20.936,high
1849,12/10/02 12:40,am,20.841,high
1850,12/10/02 1:00,am,20.793,high
1851,12/10/02 1:20,am,20.674,high
1852,12/10/02 1:40,am,20.317,high
1853,12/10/02 2:00,am,20.365,high
1854,12/10/02 2:20,am,20.198,high
1855,12/10/02 2:40,am,20.103,high
1856,12/10/02 3:00,am,19.96,high
1857,12/10/02 3:20,am,19.912,high
1858,12/10/02 3:40,am,19.698,high
1859,12/10/02 4:00,am,19.817,high
1860,12/10/02 4:20,am,20.388,high
1861,12/10/02 4:40,am,20.246,high
1862,12/10/02 5:00,am,20.46,high
1863,12/10/02 5:20,am,20.96,high
1864,12/10/02 5:40,am,20.984,high
1865,12/10/02 6:00,am,20.913,high
1866,12/10/02 6:20,am,22.034,high
1867,12/10/02 6:40,am,22.154,high
1868,12/10/02 7:00,am,22.226,high
1869,12/10/02 7:20,am,23.04,high
1870,12/10/02 7:40,am,23.16,high
1871,12/10/02 8:00,am,23.16,high
1872,12/10/02 8:20,am,24.629,high
1873,12/10/02 8:40,am,24.823,high
1874,12/10/02 9:00,am,24.847,high
1875,12/10/02 9:20,am,26.598,high
1876,12/10/02 9:40,am,26.646,high
1877,12/10/02 10:00,am,26.671,high
1878,12/10/02 10:20,am,29.54,high
1879,12/10/02 10:40,am,29.565,high
1880,12/10/02 11:00,am,29.74,high
1881,12/10/02 11:20,am,31.868,high
1882,12/10/02 11:26,am,Logged,high
1883,12/10/02 11:26,am,Logged,high
1884,12/10/02 11:27,am,Logged,high
1885,12/10/02 11:40,am,32.124,high
1886,12/10/02 12:00,pm,32.433,high
1887,12/10/02 12:20,pm,34.045,high
1888,12/10/02 12:40,pm,33.966,high
1889,12/10/02 1:00,pm,34.097,high
1890,12/10/02 1:20,pm,34.281,high
1891,12/10/02 1:40,pm,34.466,high
1892,12/10/02 2:00,pm,34.651,high
1893,12/10/02 2:20,pm,34.81,high
1894,12/10/02 2:40,pm,34.889,high
1895,12/10/02 3:00,pm,34.969,high
1896,12/10/02 3:20,pm,33.914,high
1897,12/10/02 3:40,pm,33.626,high
1898,12/10/02 4:00,pm,33.417,high
1899,12/10/02 4:20,pm,32.536,high
1900,12/10/02 4:40,pm,32.253,high
1901,12/10/02 5:00,pm,32.227,high
1902,12/10/02 5:20,pm,30.95,high
1903,12/10/02 5:40,pm,30.596,high
1904,12/10/02 6:00,pm,30.52,high
1905,12/10/02 6:20,pm,28.866,high
1906,12/10/02 6:40,pm,28.518,high
1907,12/10/02 7:00,pm,28.518,high
1908,12/10/02 7:20,pm,27.308,high
1909,12/10/02 7:40,pm,27.308,high
1910,12/10/02 8:00,pm,27.136,high
1911,12/10/02 8:20,pm,25.72,high
1912,12/10/02 8:40,pm,25.574,high
1913,12/10/02 9:00,pm,25.331,high
1914,12/10/02 9:20,pm,24.122,high
1915,12/10/02 9:40,pm,23.785,high
1916,12/10/02 10:00,pm,23.954,high
1917,12/10/02 10:20,pm,22.944,high
1918,12/10/02 10:40,pm,22.824,high
1919,12/10/02 11:00,pm,22.848,high
1920,12/10/02 11:20,pm,21.891,high
1921,12/10/02 11:40,pm,22.034,high
1922,12/10/03 12:00,am,21.748,high
1923,12/10/03 12:20,am,20.96,high
1924,12/10/03 12:40,am,20.698,high
1925,12/10/03 1:00,am,20.603,high
1926,12/10/03 1:20,am,20.436,high
1927,12/10/03 1:40,am,20.531,high
1928,12/10/03 2:00,am,20.65,high
1929,12/10/03 2:20,am,20.079,high
1930,12/10/03 2:40,am,19.936,high
1931,12/10/03 3:00,am,19.912,high
1932,12/10/03 3:20,am,19.77,high
1933,12/10/03 3:40,am,19.532,high
1934,12/10/03 4:00,am,19.698,high
1935,12/10/03 4:20,am,20.293,high
1936,12/10/03 4:40,am,20.388,high
1937,12/10/03 5:00,am,20.15,high
1938,12/10/03 5:20,am,20.531,high
1939,12/10/03 5:40,am,20.674,high
1940,12/10/03 6:00,am,20.65,high
1941,12/10/03 6:20,am,21.772,high
1942,12/10/03 6:40,am,22.011,high
1943,12/10/03 7:00,am,22.106,high
1944,12/10/03 7:20,am,23.088,high
1945,12/10/03 7:40,am,23.232,high
1946,12/10/03 8:00,am,23.28,high
1947,12/10/03 8:20,am,24.557,high
1948,12/10/03 8:40,am,24.677,high
1949,12/10/03 9:00,am,24.798,high
1950,12/10/03 9:20,am,26.451,high
1951,12/10/03 9:40,am,26.598,high
1952,12/10/03 10:00,am,26.598,high
1953,12/10/03 10:20,am,29.414,high
1954,12/10/03 10:40,am,29.59,high
1955,12/10/03 11:00,am,29.615,high
1956,12/10/03 11:20,am,31.868,high
1957,12/10/03 11:40,am,32.098,high
1958,12/10/03 12:00,pm,32.227,high
1959,12/10/03 12:20,pm,33.757,high
1960,12/10/03 12:40,pm,33.678,high
1961,12/10/03 1:00,pm,33.757,high
1962,12/10/03 1:20,pm,34.704,high
1963,12/10/03 1:40,pm,34.519,high
1964,12/10/03 2:00,pm,34.519,high
1965,12/10/03 2:20,pm,34.651,high
1966,12/10/03 2:40,pm,34.757,high
1967,12/10/03 3:00,pm,34.836,high
1968,12/10/03 3:20,pm,33.757,high
1969,12/10/03 3:40,pm,33.521,high
1970,12/10/03 4:00,pm,33.417,high
1971,12/10/03 4:20,pm,32.355,high
1972,12/10/03 4:40,pm,32.124,high
1973,12/10/03 5:00,pm,32.098,high
1974,12/10/03 5:20,pm,31.077,high
1975,12/10/03 5:40,pm,30.646,high
1976,12/10/03 6:00,pm,30.52,high
1977,12/10/03 6:20,pm,29.04,high
1978,12/10/03 6:40,pm,28.717,high
1979,12/10/03 7:00,pm,28.593,high
1980,12/10/03 7:20,pm,27.308,high
1981,12/10/03 7:40,pm,27.186,high
1982,12/10/03 8:00,pm,27.21,high
1983,12/10/03 8:20,pm,25.939,high
1984,12/10/03 8:40,pm,25.793,high
1985,12/10/03 9:00,pm,25.744,high
1986,12/10/03 9:20,pm,24.436,high
1987,12/10/03 9:40,pm,24.267,high
1988,12/10/03 10:00,pm,24.026,high
1989,12/10/03 10:20,pm,23.184,high
1990,12/10/03 10:40,pm,23.136,high
1991,12/10/03 11:00,pm,23.064,high
1992,12/10/03 11:20,pm,22.154,high
1993,12/10/03 11:40,pm,22.011,high
1,12/9/07 12:00,am,19.246,normal
2,12/9/07 12:20,am,17.249,normal
3,12/9/07 12:40,am,16.892,normal
4,12/9/07 1:00,am,17.201,normal
5,12/9/07 1:20,am,15.318,normal
6,12/9/07 1:40,am,15.079,normal
7,12/9/07 2:00,am,15.724,normal
8,12/9/07 2:20,am,13.738,normal
9,12/9/07 2:40,am,13.954,normal
10,12/9/07 3:00,am,13.69,normal
11,12/9/07 3:20,am,12.823,normal
12,12/9/07 3:40,am,12.823,normal
13,12/9/07 4:00,am,12.534,normal
14,12/9/07 4:20,am,12.896,normal
15,12/9/07 4:40,am,13.786,normal
16,12/9/07 5:00,am,12.992,normal
17,12/9/07 5:20,am,14.96,normal
18,12/9/07 5:40,am,14.792,normal
19,12/9/07 6:00,am,14.505,normal
20,12/9/07 6:20,am,16.677,normal
21,12/9/07 6:40,am,16.32,normal
22,12/9/07 7:00,am,16.177,normal
23,12/9/07 7:20,am,18.461,normal
24,12/9/07 7:40,am,18.105,normal
25,12/9/07 8:00,am,18.081,normal
26,12/9/07 8:20,am,20.126,normal
27,12/9/07 8:40,am,20.674,normal
28,12/9/07 9:00,am,20.674,normal
29,12/9/07 9:20,am,22.872,normal
30,12/9/07 9:40,am,22.489,normal
31,12/9/07 10:00,am,22.465,normal
32,12/9/07 10:20,am,24.388,normal
35,12/9/07 10:40,am,24.629,normal
36,12/9/07 11:00,am,24.677,normal
37,12/9/07 11:20,am,25.841,normal
38,12/9/07 11:40,am,26.036,normal
39,12/9/07 12:00,pm,26.231,normal
40,12/9/07 12:20,pm,27.038,normal
41,12/9/07 12:40,pm,27.063,normal
42,12/9/07 1:00,pm,27.21,normal
43,12/9/07 1:20,pm,26.769,normal
44,12/9/07 1:40,pm,27.358,normal
45,12/9/07 2:00,pm,27.505,normal
46,12/9/07 2:20,pm,28.766,normal
47,12/9/07 2:40,pm,27.974,normal
48,12/9/07 3:00,pm,28.345,normal
49,12/9/07 3:20,pm,28.493,normal
50,12/9/07 3:40,pm,27.949,normal
51,12/9/07 4:00,pm,28.593,normal
52,12/9/07 4:20,pm,27.186,normal
53,12/9/07 4:40,pm,26.989,normal
54,12/9/07 5:00,pm,27.014,normal
55,12/9/07 5:20,pm,26.72,normal
56,12/9/07 5:40,pm,27.186,normal
57,12/9/07 6:00,pm,26.867,normal
58,12/9/07 6:20,pm,26.451,normal
59,12/9/07 6:40,pm,26.207,normal
60,12/9/07 7:00,pm,26.402,normal
61,12/9/07 7:20,pm,25.355,normal
62,12/9/07 7:40,pm,25.162,normal
63,12/9/07 8:00,pm,25.331,normal
64,12/9/07 8:20,pm,24.436,normal
65,12/9/07 8:40,pm,24.05,normal
66,12/9/07 9:00,pm,24.436,normal
67,12/9/07 9:20,pm,23.016,normal
68,12/9/07 9:40,pm,22.896,normal
69,12/9/07 10:00,pm,22.705,normal
70,12/9/07 10:20,pm,20.984,normal
71,12/9/07 10:40,pm,20.865,normal
72,12/9/07 11:00,pm,20.698,normal
73,12/9/07 11:20,pm,19.651,normal
74,12/9/07 11:40,pm,19.032,normal
75,12/9/08 12:00,am,18.937,normal
76,12/9/08 12:20,am,17.463,normal
77,12/9/08 12:40,am,17.249,normal
78,12/9/08 1:00,am,17.249,normal
79,12/9/08 1:20,am,15.223,normal
80,12/9/08 1:40,am,15.055,normal
81,12/9/08 2:00,am,15.461,normal
82,12/9/08 2:20,am,13.666,normal
83,12/9/08 2:40,am,14.026,normal
84,12/9/08 3:00,am,13.69,normal
85,12/9/08 3:20,am,12.823,normal
86,12/9/08 3:40,am,13.137,normal
87,12/9/08 4:00,am,12.534,normal
88,12/9/08 4:20,am,13.425,normal
89,12/9/08 4:40,am,13.161,normal
90,12/9/08 5:00,am,12.871,normal
91,12/9/08 5:20,am,14.721,normal
92,12/9/08 5:40,am,14.505,normal
93,12/9/08 6:00,am,14.505,normal
94,12/9/08 6:20,am,16.296,normal
95,12/9/08 6:40,am,16.129,normal
96,12/9/08 7:00,am,15.891,normal
97,12/9/08 7:20,am,18.913,normal
98,12/9/08 7:40,am,18.366,normal
99,12/9/08 8:00,am,18.343,normal
100,12/9/08 8:20,am,20.793,normal
101,12/9/08 8:40,am,20.222,normal
102,12/9/08 9:00,am,20.079,normal
103,12/9/08 9:20,am,22.633,normal
104,12/9/08 9:40,am,22.561,normal
105,12/9/08 10:00,am,22.274,normal
106,12/9/08 10:20,am,23.93,normal
107,12/9/08 10:40,am,24.05,normal
108,12/9/08 11:00,am,24.291,normal
109,12/9/08 11:20,am,25.866,normal
110,12/9/08 11:40,am,25.793,normal
111,12/9/08 12:00,pm,25.89,normal
112,12/9/08 12:20,pm,26.769,normal
113,12/9/08 12:40,pm,27.063,normal
114,12/9/08 1:00,pm,26.695,normal
115,12/9/08 1:20,pm,27.21,normal
116,12/9/08 1:40,pm,26.72,normal
117,12/9/08 2:00,pm,26.402,normal
118,12/9/08 2:20,pm,27.899,normal
119,12/9/08 2:40,pm,27.825,normal
120,12/9/08 3:00,pm,28.493,normal
121,12/9/08 3:20,pm,27.875,normal
122,12/9/08 3:40,pm,28.023,normal
123,12/9/08 4:00,pm,28.543,normal
124,12/9/08 4:20,pm,26.891,normal
125,12/9/08 4:40,pm,27.186,normal
126,12/9/08 5:00,pm,27.136,normal
127,12/9/08 5:20,pm,26.5,normal
128,12/9/08 5:40,pm,27.505,normal
129,12/9/08 6:00,pm,27.014,normal
130,12/9/08 6:20,pm,26.28,normal
131,12/9/08 6:40,pm,26.231,normal
132,12/9/08 7:00,pm,26.304,normal
133,12/9/08 7:20,pm,25.671,normal
134,12/9/08 7:40,pm,25.355,normal
135,12/9/08 8:00,pm,25.21,normal
136,12/9/08 8:20,pm,24.388,normal
137,12/9/08 8:40,pm,24.122,normal
138,12/9/08 9:00,pm,24.267,normal
139,12/9/08 9:20,pm,23.136,normal
140,12/9/08 9:40,pm,22.992,normal
141,12/9/08 10:00,pm,22.92,normal
142,12/9/08 10:20,pm,21.223,normal
143,12/9/08 10:40,pm,20.603,normal
144,12/9/08 11:00,pm,20.698,normal
145,12/9/08 11:20,pm,19.318,normal
146,12/9/08 11:40,pm,18.842,normal
147,12/9/09 12:00,am,19.032,normal
148,12/9/09 12:20,am,17.201,normal
149,12/9/09 12:40,am,17.415,normal
150,12/9/09 1:00,am,16.963,normal
151,12/9/09 1:20,am,15.366,normal
152,12/9/09 1:40,am,15.581,normal
153,12/9/09 2:00,am,15.055,normal
154,12/9/09 2:20,am,13.618,normal
155,12/9/09 2:40,am,14.242,normal
156,12/9/09 3:00,am,13.546,normal
157,12/9/09 3:20,am,13.425,normal
158,12/9/09 3:40,am,12.751,normal
159,12/9/09 4:00,am,12.582,normal
160,12/9/09 4:20,am,13.064,normal
161,12/9/09 4:40,am,13.161,normal
162,12/9/09 5:00,am,12.775,normal
163,12/9/09 5:20,am,14.553,normal
164,12/9/09 5:40,am,14.361,normal
165,12/9/09 6:00,am,14.433,normal
166,12/9/09 6:20,am,16.225,normal
167,12/9/09 6:40,am,16.153,normal
168,12/9/09 7:00,am,16.082,normal
169,12/9/09 7:20,am,18.699,normal
170,12/9/09 7:40,am,18.295,normal
171,12/9/09 8:00,am,18.961,normal
172,12/9/09 8:20,am,20.317,normal
173,12/9/09 8:40,am,20.031,normal
174,12/9/09 9:00,am,19.984,normal
175,12/9/09 9:20,am,22.561,normal
176,12/9/09 9:40,am,22.633,normal
177,12/9/09 10:00,am,22.321,normal
178,12/9/09 10:20,am,24.219,normal
179,12/9/09 10:40,am,24.122,normal
180,12/9/09 11:00,am,24.195,normal
181,12/9/09 11:20,am,25.623,normal
182,12/9/09 11:40,am,25.744,normal
183,12/9/09 12:00,pm,25.914,normal
184,12/9/09 12:20,pm,27.014,normal
185,12/9/09 12:40,pm,26.72,normal
186,12/9/09 1:00,pm,26.671,normal
187,12/9/09 1:20,pm,27.284,normal
188,12/9/09 1:40,pm,26.94,normal
189,12/9/09 2:00,pm,27.407,normal
190,12/9/09 2:20,pm,28.32,normal
191,12/9/09 2:40,pm,27.801,normal
192,12/9/09 3:00,pm,27.825,normal
193,12/9/09 3:20,pm,27.677,normal
194,12/9/09 3:40,pm,27.727,normal
195,12/9/09 4:00,pm,27.801,normal
196,12/9/09 4:20,pm,26.769,normal
197,12/9/09 4:40,pm,26.475,normal
198,12/9/09 5:00,pm,26.916,normal
199,12/9/09 5:20,pm,26.965,normal
200,12/9/09 5:40,pm,26.744,normal
201,12/9/09 6:00,pm,27.063,normal
202,12/9/09 6:20,pm,26.695,normal
203,12/9/09 6:40,pm,26.231,normal
204,12/9/09 7:00,pm,26.036,normal
205,12/9/09 7:20,pm,25.21,normal
206,12/9/09 7:40,pm,25.355,normal
207,12/9/09 8:00,pm,25.647,normal
208,12/9/09 8:20,pm,24.363,normal
209,12/9/09 8:40,pm,24.146,normal
210,12/9/09 9:00,pm,23.954,normal
211,12/9/09 9:20,pm,22.944,normal
212,12/9/09 9:40,pm,22.657,normal
215,12/9/09 10:00,pm,22.681,normal
216,12/9/09 10:20,pm,21.127,normal
217,12/9/09 10:40,pm,21.056,normal
218,12/9/09 11:00,pm,20.126,normal
219,12/9/09 11:20,pm,19.199,normal
220,12/9/09 11:40,pm,19.056,normal
221,12/9/10 12:00,am,19.603,normal
222,12/9/10 12:20,am,17.058,normal
223,12/9/10 12:40,am,16.392,normal
224,12/9/10 1:00,am,17.082,normal
225,12/9/10 1:20,am,14.745,normal
226,12/9/10 1:40,am,15.27,normal
227,12/9/10 2:00,am,14.649,normal
228,12/9/10 2:20,am,13.954,normal
229,12/9/10 2:40,am,13.281,normal
230,12/9/10 3:00,am,13.329,normal
231,12/9/10 3:20,am,12.461,normal
232,12/9/10 3:40,am,12.92,normal
233,12/9/10 4:00,am,12.316,normal
234,12/9/10 4:20,am,12.896,normal
235,12/9/10 4:40,am,12.727,normal
236,12/9/10 5:00,am,12.461,normal
237,12/9/10 5:20,am,14.433,normal
238,12/9/10 5:40,am,14.553,normal
239,12/9/10 6:00,am,14.314,normal
240,12/9/10 6:20,am,16.272,normal
241,12/9/10 6:40,am,15.891,normal
242,12/9/10 7:00,am,16.63,normal
243,12/9/10 7:20,am,18.105,normal
244,12/9/10 7:40,am,17.439,normal
245,12/9/10 8:00,am,18.509,normal
246,12/9/10 8:20,am,20.007,normal
247,12/9/10 8:40,am,19.936,normal
248,12/9/10 9:00,am,19.865,normal
249,12/9/10 9:20,am,22.705,normal
250,12/9/10 9:40,am,22.417,normal
251,12/9/10 10:00,am,22.13,normal
252,12/9/10 10:20,am,24.363,normal
253,12/9/10 10:40,am,24.339,normal
254,12/9/10 11:00,am,24.339,normal
255,12/9/10 11:20,am,25.331,normal
256,12/9/10 11:40,am,25.55,normal
257,12/9/10 12:00,pm,25.841,normal
258,12/9/10 12:20,pm,26.72,normal
259,12/9/10 12:40,pm,26.891,normal
260,12/9/10 1:00,pm,27.136,normal
261,12/9/10 1:20,pm,26.378,normal
262,12/9/10 1:40,pm,26.451,normal
263,12/9/10 2:00,pm,27.186,normal
264,12/9/10 2:20,pm,28.122,normal
265,12/9/10 2:40,pm,28.048,normal
266,12/9/10 3:00,pm,27.924,normal
267,12/9/10 3:20,pm,28.097,normal
268,12/9/10 3:40,pm,28.097,normal
