"","Treatment","ID","H_C","CycleDays","ContinueNormalDay","ContinueHotday","LifeNormalDay","LifeHotday","NymphNormalDay","NymphHotDay","AdultNormalDay","AdultHotDay","RatioNormaltoHot","MeanT","DailyMin","DailyMax","TD320","TD330","Lower20C","Higher20C","X1st_instar","X2ed_instar","X3rd_instar","X4th_instar","NymphDur","Longevity","Fecundity","BirthDur","UID","Trt","Status"
"252",633,4,"C",6,3,3,12,11,4,3,8,8,1,24.1,20.3,27.9,77,38.5,369.6,203.5,1,3,2,1,7,16,36,15,"C.633.4","C.633",1
"253",633,6,"C",6,3,3,9,7,4,3,5,4,1.25,23.9,20.1,27.6,49,24.5,277.2,129.5,1.5,1.5,2,2,7,9,22,8,"C.633.6","C.633",1
"254",633,7,"C",6,3,3,9,8,4,3,5,5,1,24.1,20.3,27.8,56,28,277.2,148,1.5,1.5,1.5,2.5,7,10,31,11,"C.633.7","C.633",1
"255",633,12,"C",6,3,3,12,11,6,3.5,6,7.5,0.8,24.1,20.3,27.9,77,38.5,369.6,203.5,2,2.5,3,2,9.5,13.5,19,11,"C.633.12","C.633",1
"256",633,13,"C",6,3,3,9,8,3.5,3,5.5,5,1.1,24.1,20.3,27.8,56,28,277.2,148,1.5,1.5,1.5,2,6.5,10.5,33,9,"C.633.13","C.633",1
"257",633,14,"C",6,3,3,7,6,4,3,3,3,1,24,20.2,27.8,42,21,215.6,111,1.5,1.5,1.5,2.5,7,6,22,6,"C.633.14","C.633",1
"258",633,15,"C",6,3,3,9,9,4.5,3,4.5,6,0.75,24.2,20.4,28,63,31.5,277.2,166.5,1,2,2,2.5,7.5,10.5,26,10,"C.633.15","C.633",1
"259",633,16,"C",6,3,3,15,13,3.5,3,11.5,10,1.15,24,20.3,27.8,91,45.5,462,240.5,1,1.5,1.5,2.5,6.5,21.5,20,21,"C.633.16","C.633",1
"260",633,17,"C",6,3,3,9,6,4,3,5,3,1.667,23.7,20,27.4,42,21,277.2,111,1.5,1.5,2.5,1.5,7,8,20,7,"C.633.17","C.633",1
"261",633,21,"C",6,3,3,11,9,4,3,7,6,1.167,24,20.2,27.7,63,31.5,338.8,166.5,1,2,1.5,2.5,7,13,37,13,"C.633.21","C.633",1
"262",633,22,"C",6,3,3,9,8,3,3,6,5,1.2,24.1,20.3,27.8,56,28,277.2,148,1,1,2,2,6,11,22,8,"C.633.22","C.633",1
"263",633,23,"C",6,3,3,8,6,4.5,3,3.5,3,1.167,23.8,20.1,27.6,42,21,246.4,111,1,2,2,2.5,7.5,6.5,16,6,"C.633.23","C.633",1
"264",633,24,"C",6,3,3,9,7,3.5,3,5.5,4,1.375,23.9,20.1,27.6,49,24.5,277.2,129.5,1.5,1.5,1.5,2,6.5,9.5,26,8,"C.633.24","C.633",1
"265",633,25,"C",6,3,3,12,9,5,3,7,6,1.167,23.8,20.1,27.6,63,31.5,369.6,166.5,2,2,2,2,8,13,25,12,"C.633.25","C.633",1
"266",633,28,"C",6,3,3,18,15,4.5,3,13.5,12,1.125,24,20.2,27.7,105,52.5,554.4,277.5,1.5,1.5,1.5,3,7.5,25.5,39,20,"C.633.28","C.633",1
"267",633,32,"C",6,3,3,11,9,4,3,7,6,1.167,24,20.2,27.7,63,31.5,338.8,166.5,1.5,1,2,2.5,7,13,31,13,"C.633.32","C.633",1
"268",633,33,"C",6,3,3,12,9,4,3,8,6,1.333,23.8,20.1,27.6,63,31.5,369.6,166.5,1.5,1.5,1.5,2.5,7,14,30,13,"C.633.33","C.633",1
"269",633,34,"C",6,3,3,9,9,3.5,3,5.5,6,0.917,24.1,20.4,28,63,31.5,277.2,166.5,1,2,1.5,2,6.5,11.5,35,9,"C.633.34","C.633",1
"270",633,35,"C",6,3,3,9,7,4,3,5,4,1.25,23.9,20.1,27.6,49,24.5,277.2,129.5,1.5,1.5,1.5,2.5,7,9,24,9,"C.633.35","C.633",1
"271",633,36,"C",6,3,3,10,9,3,3,7,6,1.167,24.1,20.3,27.8,63,31.5,308,166.5,1,1.5,1.5,2,6,13,37,12,"C.633.36","C.633",1
"272",422,2,"C",4,2,2,8,8,4,3,4,5,0.8,24.2,20.4,28,56,28,246.4,148,2,1,2,2,7,9,22,8,"C.422.2","C.422",1
"273",422,3,"C",4,2,2,6,5,4,3,2,2,1,24,20.2,27.7,35,17.5,184.8,92.5,1.5,1.5,2,2,7,4,14,3,"C.422.3","C.422",1
"274",422,5,"C",4,2,2,9,8,4,2,5,6,0.833,24.1,20.3,27.8,56,28,277.2,148,1,1.5,1.5,2,6,11,30,11,"C.422.5","C.422",1
"275",422,6,"C",4,2,2,8,7,4,3,4,4,1,24,20.3,27.8,49,24.5,246.4,129.5,1.5,1.5,1.5,2.5,7,8,26,7,"C.422.6","C.422",1
"276",422,8,"C",4,2,2,8,6.5,4,3,4,3.5,1.143,23.8,20.3,27.8,49,24.5,246.4,129.5,1,2.5,1.5,2,7,7.5,28,8,"C.422.8","C.422",1
"277",422,9,"C",4,2,2,18,18,4,3,14,15,0.933,24.2,20.4,28,126,63,554.4,333,1.5,1.5,1.5,2.5,7,29,53,23,"C.422.9","C.422",1
"278",422,10,"C",4,2,2,14,14,4,3,10,11,0.909,24.2,20.4,28,98,49,431.2,259,1,1.5,2.5,2,7,21,44,20,"C.422.10","C.422",1
"279",422,12,"C",4,2,2,12,11,4,3.5,8,7.5,1.067,24.1,20.3,27.9,77,38.5,369.6,203.5,2,1.5,2,2,7.5,15.5,34,15,"C.422.12","C.422",1
"280",422,14,"C",4,2,2,10,9,4,2,6,7,0.857,24.1,20.3,27.8,63,31.5,308,166.5,1.5,1.5,1.5,1.5,6,13,24,12,"C.422.14","C.422",1
"281",422,16,"C",4,2,2,16,16,4,3,12,13,0.923,24.2,20.4,28,112,56,492.8,296,1.5,1.5,2,2,7,25,50,24,"C.422.16","C.422",1
"282",422,17,"C",4,2,2,12,10,4,3,8,7,1.143,24,20.2,27.7,70,35,369.6,185,1.5,1.5,2,2,7,15,41,14,"C.422.17","C.422",1
"283",422,20,"C",4,2,2,10,9,4,3,6,6,1,24.1,20.3,27.8,63,31.5,308,166.5,1.5,1.5,2,2,7,12,35,11,"C.422.20","C.422",1
"284",422,21,"C",4,2,2,14,12,4.5,4,9.5,8,1.188,24,20.2,27.8,84,42,431.2,222,1.5,2,2.5,2.5,8.5,17.5,32,17,"C.422.21","C.422",1
"285",422,22,"C",4,2,2,14,12,4.5,4,9.5,8,1.188,24,20.2,27.8,84,42,431.2,222,1.5,2,2.5,2.5,8.5,17.5,22,16,"C.422.22","C.422",1
"286",422,24,"C",4,2,2,11,10,4,3,7,7,1,24.1,20.3,27.8,70,35,338.8,185,1.5,1.5,2,2,7,14,39,12,"C.422.24","C.422",1
"287",422,25,"C",4,2,2,12,11,4,2,8,9,0.889,24.1,20.3,27.9,77,38.5,369.6,203.5,1,1.5,2,1.5,6,17,39,16,"C.422.25","C.422",1
"288",422,26,"C",4,2,2,6,6,4,4,2,2,1,24.2,20.4,28,42,21,184.8,111,1.5,2,2.5,2,8,4,6,3,"C.422.26","C.422",1
"289",422,27,"C",4,2,2,8,7,4,3,4,4,1,24,20.3,27.8,49,24.5,246.4,129.5,1.5,1.5,2.5,1.5,7,8,16,7,"C.422.27","C.422",1
"290",422,28,"C",4,2,2,10,9,4,2,6,7,0.857,24.1,20.3,27.8,63,31.5,308,166.5,1,1.5,1.5,2,6,13,38,12,"C.422.28","C.422",1
"291",422,29,"C",4,2,2,8,7,4,4,4,3,1.333,24,20.3,27.8,49,24.5,246.4,129.5,2,1.5,2.5,2,8,7,9,5,"C.422.29","C.422",1
"292",422,30,"C",4,2,2,7,6,5,4,2,2,1,24,20.2,27.8,42,21,215.6,111,1.5,2.5,2,3,9,4,7,3,"C.422.30","C.422",1
"293",422,31,"C",4,2,2,8,8,4,2,4,6,0.667,24.2,20.4,28,56,28,246.4,148,1,1.5,1.5,2,6,10,24,10,"C.422.31","C.422",1
"294",422,34,"C",4,2,2,8,8,4,2.5,4,5.5,0.727,24.2,20.4,28,56,28,246.4,148,1.5,1.5,1.5,2,6.5,9.5,37,9,"C.422.34","C.422",1
"295",422,35,"C",4,2,2,10,9,4.5,4,5.5,5,1.1,24.1,20.3,27.8,63,31.5,308,166.5,1.5,3,2.5,1.5,8.5,10.5,19,11,"C.422.35","C.422",1
"348",523,1,"C",5,2,3,10,14,4,3,6,11,0.545,24.6,20.8,28.4,98,49,308,259,1.5,1.5,2,2,7,17,45,16,"C.523.1","C.523",1
"349",523,2,"C",5,2,3,10,12,4,3,6,9,0.667,24.4,20.6,28.2,84,42,308,222,2,1.5,1.5,2,7,15,41,15,"C.523.2","C.523",1
"350",523,4,"C",5,2,3,7,9,4,3,3,6,0.5,24.5,20.7,28.3,63,31.5,215.6,166.5,1,2,1.5,2.5,7,9,28,8,"C.523.4","C.523",1
"351",523,5,"C",5,2,3,4,6,4,3,0,3,0,24.7,20.9,28.5,42,21,123.2,111,1,1.5,2.5,2,7,3,2,1,"C.523.5","C.523",1
"352",523,6,"C",5,2,3,10,12,4,3,6,9,0.667,24.4,20.6,28.2,84,42,308,222,1.5,1.5,2,2,7,15,47,16,"C.523.6","C.523",1
"353",523,7,"C",5,2,3,6,8,4,3,2,5,0.4,24.6,20.7,28.4,56,28,184.8,148,1.5,1.5,1.5,2.5,7,7,18,7,"C.523.7","C.523",1
"354",523,9,"C",5,2,3,6,9,4,4,2,5,0.4,24.7,20.9,28.5,63,31.5,184.8,166.5,2,2,2.5,1.5,8,7,22,6,"C.523.9","C.523",1
"355",523,10,"C",5,2,3,10,12,3.5,3,6.5,9,0.722,24.4,20.6,28.2,84,42,308,222,1.5,1.5,1.5,2,6.5,15.5,32,15,"C.523.10","C.523",1
"356",523,11,"C",5,2,3,8,10,4,4,4,6,0.667,24.5,20.7,28.3,70,35,246.4,185,1,2,2.5,2.5,8,10,15,7,"C.523.11","C.523",1
"357",523,12,"C",5,2,3,9,12,3.5,3,5.5,9,0.611,24.6,20.7,28.4,84,42,277.2,222,1.5,1.5,1,2.5,6.5,14.5,35,14,"C.523.12","C.523",1
"358",523,13,"C",5,2,3,8,10,4,3,4,7,0.571,24.5,20.7,28.3,70,35,246.4,185,1,2,2,2,7,11,17,11,"C.523.13","C.523",1
"359",523,14,"C",5,2,3,4,6,3.5,3,0.5,3,0.167,24.7,20.9,28.5,42,21,123.2,111,0.5,2,1.5,2.5,6.5,3.5,8,3,"C.523.14","C.523",1
"360",523,15,"C",5,2,3,7,9,4,4,3,5,0.6,24.5,20.7,28.3,63,31.5,215.6,166.5,2,1.5,2,2.5,8,8,26,8,"C.523.15","C.523",1
"361",523,16,"C",5,2,3,8,12,3.5,3,4.5,9,0.5,24.7,20.9,28.5,84,42,246.4,222,1.5,1,1.5,2.5,6.5,13.5,30,13,"C.523.16","C.523",1
"362",523,17,"C",5,2,3,8,10,3.5,3,4.5,7,0.643,24.5,20.7,28.3,70,35,246.4,185,1.5,1.5,1.5,2,6.5,11.5,34,12,"C.523.17","C.523",1
"363",523,18,"C",5,2,3,10,13,3.5,3,6.5,10,0.65,24.5,20.7,28.3,91,45.5,308,240.5,1.5,1,1.5,2.5,6.5,16.5,52,16,"C.523.18","C.523",1
"364",523,19,"C",5,2,3,8,11,4,4,4,7,0.571,24.6,20.8,28.4,77,38.5,246.4,203.5,1.5,1.5,2.5,2.5,8,11,19,10,"C.523.19","C.523",1
"365",523,20,"C",5,2,3,14,18.5,2.5,3,11.5,15.5,0.742,24.6,20.8,28.4,133,66.5,431.2,351.5,1,1,1.5,2,5.5,27,69,22,"C.523.20","C.523",1
"366",523,23,"C",5,2,3,8,9,3,3,5,6,0.833,24.4,20.5,28.1,63,31.5,246.4,166.5,1,1.5,1.5,2,6,11,41,10,"C.523.23","C.523",1
"367",523,25,"C",5,2,3,6,9,4,4,2,5,0.4,24.7,20.9,28.5,63,31.5,184.8,166.5,2,2,2.5,1.5,8,7,14,6,"C.523.25","C.523",1
"368",523,26,"C",5,2,3,11,15,3.5,3,7.5,12,0.625,24.6,20.8,28.4,105,52.5,338.8,277.5,1,1.5,1.5,2.5,6.5,19.5,43,20,"C.523.26","C.523",1
"369",523,27,"C",5,2,3,8,11,4,4,4,7,0.571,24.6,20.8,28.4,77,38.5,246.4,203.5,2,2,2,2,8,11,32,10,"C.523.27","C.523",1
"370",523,28,"C",5,2,3,8,12,4,4,4,8,0.5,24.7,20.9,28.5,84,42,246.4,222,1.5,2,2,2.5,8,12,22,10,"C.523.28","C.523",1
"371",523,29,"C",5,2,3,12,18,3.5,3,8.5,15,0.567,24.7,20.9,28.5,126,63,369.6,333,1,1.5,1.5,2.5,6.5,23.5,56,21,"C.523.29","C.523",1
"372",523,30,"C",5,2,3,10,13,4,3,6,10,0.6,24.5,20.7,28.3,91,45.5,308,240.5,1.5,1.5,2,2,7,16,32,14,"C.523.30","C.523",1
"373",523,31,"C",5,2,3,10,15,4,3,6,12,0.5,24.7,20.9,28.5,105,52.5,308,277.5,1.5,1.5,2,2,7,18,48,16,"C.523.31","C.523",1
"374",523,35,"C",5,2,3,14,18,4,3.5,10,14.5,0.69,24.5,20.7,28.3,126,63,431.2,333,1,2,2,2.5,7.5,24.5,49,22,"C.523.35","C.523",1
"375",523,36,"C",5,2,3,8,10,4,3,4,7,0.571,24.5,20.7,28.3,70,35,246.4,185,1,1.5,2,2.5,7,11,19,10,"C.523.36","C.523",1
"376",532,1,"C",5,3,2,9,6,4,3,5,3,1.667,23.7,20,27.4,42,21,277.2,111,1.5,1.5,2,2,7,8,32,7,"C.532.1","C.532",1
"377",532,2,"C",5,3,2,9,6,4,3,5,3,1.667,23.7,20,27.4,42,21,277.2,111,1.5,1.5,1.5,2.5,7,8,29,7,"C.532.2","C.532",1
"378",532,4,"C",5,3,2,9,6,4.5,2,4.5,4,1.125,23.7,20,27.4,42,21,277.2,111,1.5,1.5,1.5,2,6.5,8.5,34,8,"C.532.4","C.532",1
"379",532,5,"C",5,3,2,8,4,4,2,4,2,2,23.4,19.7,27.1,28,14,246.4,74,1,1.5,1.5,2,6,6,35,6,"C.532.5","C.532",1
"380",532,7,"C",5,3,2,7,4,5,2,2,2,1,23.5,19.8,27.2,28,14,215.6,74,1.5,1.5,1.5,2.5,7,4,14,3,"C.532.7","C.532",1
"381",532,8,"C",5,3,2,15,10,4.5,2,10.5,8,1.313,23.7,20,27.4,70,35,462,185,1.5,1,1.5,2.5,6.5,18.5,43,17,"C.532.8","C.532",1
"382",532,9,"C",5,3,2,9,6,5,2,4,4,1,23.7,20,27.4,42,21,277.2,111,1.5,1.5,1.5,2.5,7,8,18,7,"C.532.9","C.532",1
"383",532,11,"C",5,3,2,19,12,4.5,2,14.5,10,1.45,23.6,19.9,27.4,84,42,585.2,222,1,1.5,1.5,2.5,6.5,24.5,57,24,"C.532.11","C.532",1
"384",532,12,"C",5,3,2,6,3,4.5,2,1.5,1,1.5,23.4,19.7,27.1,21,10.5,184.8,55.5,1,1.5,1.5,2.5,6.5,2.5,7,2,"C.532.12","C.532",1
"385",532,13,"C",5,3,2,6,4,6,2,0,2,0,23.4,20,27.4,28,14,184.8,74,1.5,1.5,2,3,8,2,3,1,"C.532.13","C.532",1
"386",532,14,"C",5,3,2,14,8,4,2,10,6,1.667,23.5,19.8,27.2,56,28,431.2,148,1.5,1,1.5,2,6,16,50,15,"C.532.14","C.532",1
"387",532,15,"C",5,3,2,21,13,5.5,2,15.5,11,1.409,23.6,19.9,27.3,91,45.5,646.8,240.5,1.5,1.5,1.5,3,7.5,26.5,38,15,"C.532.15","C.532",1
"388",532,16,"C",5,3,2,8,4,4,2,4,2,2,23.4,19.7,27.1,28,14,246.4,74,1,1.5,1,2.5,6,6,20,6,"C.532.16","C.532",1
"389",532,17,"C",5,3,2,9,5,4,2,5,3,1.667,23.5,19.8,27.2,35,17.5,277.2,92.5,1,1,2,2,6,8,23,8,"C.532.17","C.532",1
"390",532,18,"C",5,3,2,12,6,3.5,2,8.5,4,2.125,23.4,19.7,27.1,42,21,369.6,111,0.5,1.5,2,1.5,5.5,12.5,26,11,"C.532.18","C.532",1
"391",532,20,"C",5,3,2,10,6,5,2,5,4,1.25,23.6,19.8,27.3,42,21,308,111,1,1.5,1.5,3,7,9,27,9,"C.532.20","C.532",1
"392",532,21,"C",5,3,2,20,12,6,2,14,10,1.4,23.6,19.8,27.3,84,42,616,222,1.5,2,2,2.5,8,24,53,23,"C.532.21","C.532",1
"393",532,22,"C",5,3,2,9,6,5.5,2,3.5,4,0.875,23.7,20,27.4,42,21,277.2,111,1.5,2,1.5,2.5,7.5,7.5,17,8,"C.532.22","C.532",1
"394",532,23,"C",5,3,2,9,6,5,2,4,4,1,23.7,20,27.4,42,21,277.2,111,1,1.5,2,2.5,7,8,18,8,"C.532.23","C.532",1
"395",532,24,"C",5,3,2,15,8,4.5,2,10.5,6,1.75,23.4,19.7,27.1,56,28,462,148,1.5,1.5,1,2.5,6.5,16.5,36,16,"C.532.24","C.532",1
"396",532,25,"C",5,3,2,8,4,4.5,2,3.5,2,1.75,23.4,19.7,27.1,28,14,246.4,74,1,1.5,1.5,2.5,6.5,5.5,6,5,"C.532.25","C.532",1
"397",532,26,"C",5,3,2,12,6,4.5,2,7.5,4,1.875,23.4,19.7,27.1,42,21,369.6,111,1,1.5,1.5,2.5,6.5,11.5,39,12,"C.532.26","C.532",1
"398",532,27,"C",5,3,2,15,8,5.5,2,9.5,6,1.583,23.4,19.7,27.1,56,28,462,148,1.5,1.5,2,2.5,7.5,15.5,27,15,"C.532.27","C.532",1
"399",532,28,"C",5,3,2,18,12,5.5,2,12.5,10,1.25,23.7,20,27.4,84,42,554.4,222,1,2,1.5,3,7.5,22.5,41,20,"C.532.28","C.532",1
"400",532,29,"C",5,3,2,9,5,5,2,4,3,1.333,23.5,19.8,27.2,35,17.5,277.2,92.5,1,2,1.5,2.5,7,7,22,6,"C.532.29","C.532",1
"401",532,30,"C",5,3,2,19,12,4.5,2,14.5,10,1.45,23.6,19.9,27.4,84,42,585.2,222,1,1.5,1.5,2.5,6.5,24.5,61,23,"C.532.30","C.532",1
"402",532,32,"C",5,3,2,14,8,4,2,10,6,1.667,23.5,19.8,27.2,56,28,431.2,148,1,1.5,1.5,2,6,16,48,14,"C.532.32","C.532",1
"403",532,33,"C",5,3,2,15,8,4.5,2,10.5,6,1.75,23.4,19.7,27.1,56,28,462,148,1,1.5,1.5,2.5,6.5,16.5,52,17,"C.532.33","C.532",1
"404",532,34,"C",5,3,2,9,6,5,2,4,4,1,23.7,20,27.4,42,21,277.2,111,1,2,1.5,2.5,7,8,20,8,"C.532.34","C.532",1
"405",532,35,"C",5,3,2,12,8,5,2,7,6,1.167,23.7,20,27.4,56,28,369.6,148,1,2,1,3,7,13,43,13,"C.532.35","C.532",1
"406",532,36,"C",5,3,2,15,9,4,2,11,7,1.571,23.6,19.8,27.3,63,31.5,462,166.5,1,1.5,2,1.5,6,18,48,19,"C.532.36","C.532",1
"443",413,1,"H",4,1,3,6,19,1,6,5,13,0.38,25.5,21.6,29.4,133,66.5,184.8,351.5,1.5,1.5,2,2,7,18,54,17,"H.413.1","H.413",1
"444",413,2,"H",4,1,3,4,12,1,4.5,3,7.5,0.4,25.5,21.5,29.4,84,42,123.2,222,0.5,1,2,2,5.5,10.5,32,10,"H.413.2","H.413",1
"445",413,4,"H",4,1,3,4,13,2,6,2,7,0.29,25.5,21.6,29.4,91,45.5,123.2,240.5,1.5,2.5,2,2,8,9,13,9,"H.413.4","H.413",1
"446",413,6,"H",4,1,3,3,11,1,5,2,6,0.33,25.6,21.7,29.6,77,38.5,92.4,203.5,1.5,1.5,1.5,2,6,8,28,8,"H.413.6","H.413",1
"447",413,8,"H",4,1,3,4,12,1.5,6,2.5,6,0.42,25.5,21.5,29.4,84,42,123.2,222,1,1.5,2,3,7.5,8.5,12,7,"H.413.8","H.413",1
"448",413,9,"H",4,1,3,7,22,1,6,6,16,0.38,25.5,21.6,29.4,154,77,215.6,407,1.5,2,1.5,2,7,22,38,19,"H.413.9","H.413",1
"449",413,10,"H",4,1,3,7,22,1,6,6,16,0.38,25.5,21.6,29.4,154,77,215.6,407,1.5,2,1.5,2,7,22,43,21,"H.413.10","H.413",1
"450",413,11,"H",4,1,3,3,10,1,5.5,2,4.5,0.44,25.5,21.6,29.5,70,35,92.4,185,1,1.5,1.5,2.5,6.5,6.5,10,5,"H.413.11","H.413",1
"451",413,12,"H",4,1,3,3,10,1,5,2,5,0.4,25.5,21.6,29.5,70,35,92.4,185,1,1.5,2,1.5,6,7,17,7,"H.413.12","H.413",1
"452",413,13,"H",4,1,3,6,20,2,6,4,14,0.29,25.5,21.6,29.5,140,70,184.8,370,1.5,2.5,2,2,8,18,39,17,"H.413.13","H.413",1
"453",413,14,"H",4,1,3,3,10,1.5,6,1.5,4,0.38,25.5,21.6,29.5,70,35,92.4,185,1,1.5,2,3,7.5,5.5,9,4,"H.413.14","H.413",1
"454",413,16,"H",4,1,3,6,19,1,6,5,13,0.38,25.5,21.6,29.4,133,66.5,184.8,351.5,1,2,2,2,7,18,37,18,"H.413.16","H.413",1
"455",413,18,"H",4,1,3,5,18,1.5,6,3.5,12,0.29,25.6,21.7,29.5,126,63,154,333,1,2.5,1.5,2.5,7.5,15.5,23,14,"H.413.18","H.413",1
"456",413,19,"H",4,1,3,6,19,2,6,4,13,0.31,25.5,21.6,29.4,133,66.5,184.8,351.5,1.5,2.5,2,2,8,17,35,16,"H.413.19","H.413",1
"457",413,25,"H",4,1,3,5,18,1.5,6,3.5,12,0.29,25.6,21.7,29.5,126,63,154,333,2,2,1.5,2,7.5,15.5,36,15,"H.413.25","H.413",1
"458",413,26,"H",4,1,3,5,16,1,6,4,10,0.4,25.5,21.6,29.4,112,56,154,296,1.5,1.5,2,2,7,14,34,13,"H.413.26","H.413",1
"459",413,27,"H",4,1,3,6,21,2,6,4,15,0.27,25.6,21.7,29.5,147,73.5,184.8,388.5,1,2,2,3,8,19,28,17,"H.413.27","H.413",1
"460",413,29,"H",4,1,3,6,19,1,6,5,13,0.38,25.5,21.6,29.4,133,66.5,184.8,351.5,1.5,1.5,1.5,2.5,7,18,46,17,"H.413.29","H.413",1
"461",413,31,"H",4,1,3,3,9,2,6,1,3,0.33,25.5,21.5,29.4,63,31.5,92.4,166.5,1.5,2,1.5,3,8,4,5,3,"H.413.31","H.413",1
"462",413,33,"H",4,1,3,6,20,2,6.5,4,13.5,0.3,25.5,21.6,29.5,140,70,184.8,370,1,3,2.5,2.5,8.5,17.5,28,13,"H.413.33","H.413",1
"463",413,35,"H",4,1,3,2,8,1,5,1,3,0.33,25.7,21.8,29.6,56,28,61.6,148,1,1.5,1.5,2,6,4,13,5,"H.413.35","H.413",1
"464",312,1,"H",3,1,2,8,18,2,5,6,13,0.46,25.2,21.3,29,126,63,246.4,333,1.5,1.5,2,2,7,19,55,18,"H.312.1","H.312",1
"465",312,2,"H",3,1,2,4,9,2,5,2,4,0.5,25.2,21.3,29,63,31.5,123.2,166.5,1,2,1.5,2.5,7,6,8,4,"H.312.2","H.312",1
"466",312,3,"H",3,1,2,4,10,2,5,2,5,0.4,25.3,21.4,29.2,70,35,123.2,185,1,2,1.5,2.5,7,7,16,6,"H.312.3","H.312",1
"467",312,5,"H",3,1,2,5,12,2,5,3,7,0.43,25.2,21.3,29.1,84,42,154,222,1.5,1.5,1.5,2.5,7,10,27,10,"H.312.5","H.312",1
"468",312,6,"H",3,1,2,7,16,2,4,5,12,0.42,25.2,21.3,29.1,112,56,215.6,296,1,2,1,2,6,17,43,16,"H.312.6","H.312",1
"469",312,7,"H",3,1,2,5,12,2,5.5,3,6.5,0.46,25.2,21.3,29.1,84,42,154,222,1,2,2,2.5,7.5,9.5,18,8,"H.312.7","H.312",1
"470",312,8,"H",3,1,2,5,12,2,5,3,7,0.43,25.2,21.3,29.1,84,42,154,222,1,2,2,2,7,10,25,10,"H.312.8","H.312",1
"471",312,9,"H",3,1,2,5,12,2,4,3,8,0.38,25.2,21.3,29.1,84,42,154,222,0.5,2,1.5,2,6,11,27,10,"H.312.9","H.312",1
"472",312,10,"H",3,1,2,3,7,2,5,1,2,0.5,25.2,21.3,29.1,49,24.5,92.4,129.5,1.5,1.5,2,2,7,3,6,3,"H.312.10","H.312",1
"473",312,11,"H",3,1,2,5,11,2,6,3,5,0.6,25.1,21.3,29,77,38.5,154,203.5,2,1.5,2.5,2,8,8,18,6,"H.312.11","H.312",1
"474",312,12,"H",3,1,2,5,11,2.5,6,2.5,5,0.5,25.1,21.3,29,77,38.5,154,203.5,1.5,2,2.5,2.5,8.5,7.5,16,6,"H.312.12","H.312",1
"475",312,13,"H",3,1,2,5,10,2.5,6,2.5,4,0.63,25,21.2,28.9,70,35,154,185,1.5,1.5,3,2.5,8.5,6.5,13,7,"H.312.13","H.312",1
"476",312,16,"H",3,1,2,6,12,2,5,4,7,0.57,25,21.2,28.9,84,42,184.8,222,1,1.5,2,2.5,7,11,16,11,"H.312.16","H.312",1
"477",312,17,"H",3,1,2,9,18,3,7,6,11,0.55,25,21.2,28.9,126,63,277.2,333,2,3,2.5,2.5,10,17,14,14,"H.312.17","H.312",1
"478",312,18,"H",3,1,2,4,10,2,5,2,5,0.4,25.3,21.4,29.2,70,35,123.2,185,1.5,1.5,1.5,2.5,7,7,23,7,"H.312.18","H.312",1
"479",312,19,"H",3,1,2,4,8,2,5,2,3,0.67,25,21.2,28.9,56,28,123.2,148,1,1.5,1,3.5,7,5,12,5,"H.312.19","H.312",1
"480",312,20,"H",3,1,2,7,14,3,7,4,7,0.57,25,21.2,28.9,98,49,215.6,259,1.5,3.5,3,2,10,11,17,7,"H.312.20","H.312",1
"481",312,21,"H",3,1,2,3,8,2,5,1,3,0.33,25.3,21.4,29.2,56,28,92.4,148,1,2,2,2,7,4,8,3,"H.312.21","H.312",1
"482",312,22,"H",3,1,2,5,11,2,6,3,5,0.6,25.1,21.3,29,77,38.5,154,203.5,1,2.5,3,1.5,8,8,21,7,"H.312.22","H.312",1
"483",312,25,"H",3,1,2,5,10,2,4.5,3,5.5,0.55,25,21.2,28.9,70,35,154,185,1,1.5,1.5,2.5,6.5,8.5,26,8,"H.312.25","H.312",1
"484",312,27,"H",3,1,2,6,12,2,6,4,6,0.67,25,21.2,28.9,84,42,184.8,222,1,2.5,2,2.5,8,10,24,9,"H.312.27","H.312",1
"485",312,28,"H",3,1,2,7,16,2,4.5,5,11.5,0.43,25.2,21.3,29.1,112,56,215.6,296,1,1.5,2,2,6.5,16.5,29,16,"H.312.28","H.312",1
"486",312,30,"H",3,1,2,4,8,2,5,2,3,0.67,25,21.2,28.9,56,28,123.2,148,1,2,2,2,7,5,12,3,"H.312.30","H.312",1
"487",312,32,"H",3,1,2,6,13,2,5.5,4,7.5,0.53,25.1,21.2,29,91,45.5,184.8,240.5,1,2,1.5,3,7.5,11.5,20,9,"H.312.32","H.312",1
"488",312,33,"H",3,1,2,4,10,2,5,2,5,0.4,25.3,21.4,29.2,70,35,123.2,185,1,2,2,2,7,7,13,6,"H.312.33","H.312",1
"489",312,34,"H",3,1,2,8,16,2,4,6,12,0.5,25,21.2,28.9,112,56,246.4,296,1,2,1,2,6,18,46,17,"H.312.34","H.312",1
"490",312,35,"H",3,1,2,6,12,2,6,4,6,0.67,25,21.2,28.9,84,42,184.8,222,1,2.5,2,2.5,8,10,13,9,"H.312.35","H.312",1
"491",211,1,"H",2,1,1,7,7,3,3,4,4,1,24.2,20.4,28,49,24.5,215.6,129.5,1,1.5,1.5,2,6,8,27,9,"H.211.1","H.211",1
"492",211,3,"H",2,1,1,9,10,3,4,6,6,1,24.3,20.5,28.1,70,35,277.2,185,1.5,1.5,2,2,7,12,31,10,"H.211.3","H.211",1
